,Spotify ID,artists_id,track_name,album_name,artists,date,duration_ms,song_popularity,added_by,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
381,5NOHsDSfLIH45y3i9PfRyh,"1fux65HMCBvfJHqlBc4Nno,6w9ToX5slZ4uIdmD17hJ3c,2DspEsT7UXGKd2VaaedgG4,2LmcxBak1alK1bf7d1beTr",Fantasmita - Remix,Fantasmita (Remix),"Casper Magico,Bryant Myers,Alex Rose,Juhn",2019-12-06,262268,57,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,reggaeton flow,trap latino,urbano latino",0.707,0.87,7,-2.958,1,0.103,0.246,1.97e-06,0.0664,0.801,173.938,4
382,32M3AMRyYfb3hlsEmxjFAj,"4nXXIxTneJksvGXrlmX8oA,3Nbij6lwrwz0XB7HubxdN2",Lobo y Loba,Lo Mejor de Lo Peor,"Kaydy Cain,Los del Control",2019-03-29,171428,45,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,urbano espanol,flamenco urbano",0.678,0.787,2,-6.914,1,0.073,0.36,0.0,0.0752,0.729,168.126,4
383,360kiTBiy38oPyFj2QSaGq,"4nXXIxTneJksvGXrlmX8oA,3Nbij6lwrwz0XB7HubxdN2",Algo Como Tú,Lo Mejor de Lo Peor,"Kaydy Cain,Los del Control",2019-03-29,194285,55,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,urbano espanol,flamenco urbano",0.636,0.687,8,-7.18,1,0.0788,0.286,0.0,0.107,0.575,83.964,4
384,4ft57b83n8o5HnSOVVhWYE,"1rTUwYS38LkQTlT2fhikch,5zDVnUun4YSqFlbGk0W1kZ,4IC2X34tZmHG3VfTbpzvwL,0iBZjEZBg8GsjaBq3lTAvC,7sRct0HMMs3s99sNQPjfEt,2YxK9SbJeVfkfk6QWHqj8K,0NnUMWDCDi1snuMja6IdxH,2XcZshqzPKm3iZcmt73R8D",Si Mañana Me Muero,Si Mañana Me Muero,"Yung Beef,Pipo Beatz,Julianno Sosa,Drago200,Uzii Gaang,Khaled,Harry Nach,Pablo Chill-E",2020-10-28,444000,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"drill espanol,emo trap en espanol,neoperreo,spanish hip hop,urbano espanol,urbano chileno,detroit trap en espanol,trap chileno,urbano latino",0.782,0.783,5,-5.938,1,0.0672,0.284,0.0471,0.282,0.669,119.991,4
385,6Vi8rWobVwobca5fR5WHVG,"0FwnPHExlRRxEZPLAi5tmG,3qndygm4Vx7bEW8tNyDKSY",34 Amor y Mafia,34 Amor y Mafia,"JC Reyes,Camin",2020-07-23,206954,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"urbano espanol,flamenco urbano",0.844,0.771,9,-4.026,1,0.043,0.331,0.0,0.0893,0.829,94.029,4
386,53uKGbcMjEc2gIWbfmvpdS,"5hdhHgpxyniooUiQVaPxQ0,1mcTU81TzQhprhouKaTkpq,1pQWsZQehhS4wavwh7Fnxd,7iK8PXO48WeuP03g8YR51W,1fux65HMCBvfJHqlBc4Nno,1TtXnWcUs0FCkaZDPGYHdf",Mírame - Remix,Mírame,"Nio Garcia,Rauw Alejandro,Lenny Tavárez,Myke Towers,Casper Magico,Darell",2019-07-19,377580,70,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,puerto rican pop,trap argentino,reggaeton flow,latin hip hop",0.74,0.83,1,-3.243,1,0.153,0.119,1.32e-05,0.243,0.78,176.054,4
387,4cG7HUWYHBV6R6tHn1gxrl,"7i9j813KFoSBMldGqlh2Z1,1gALaWbNDnwS2ECV09sn2A,4L2dV3zY7RmkeiNO035Fi0,23rdR5gsZI5BqncTEKLtDU,3Edve4VIATi0OZngclQlkN",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],"Riton,Nightcrawlers,Mufasa & Hypeman,Mufasa,Dopamine",2021-01-15,169153,79,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"house,pop dance,uk dance,disco house,hip house,vocal house",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
388,47FeI7g8rwo03uzLvmP2Vk,1ackd5XprZEkH3McKbQD51,Mal De Amores,Mal De Amores (The Remixes),Juan Magán,2013-01-01,173040,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"electro latino,spanish pop",0.635,0.802,10,-7.035,1,0.164,0.0777,0.0,0.331,0.431,128.124,4
389,6xLvYhLOW2oETJoZv8ChU8,"0odliLZMTk45CEVzF3Zocl,14zUHaJZo1mnYtn6IBRaRP",Mujeres,Mujeres,"Mozart La Para,Justin Quiles",2018-06-08,187666,51,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"dembow,rap dominicano,reggaeton,trap latino,urbano latino",0.835,0.767,1,-5.699,0,0.0686,0.204,7.93e-05,0.261,0.71,99.972,4
390,0LQ1J0BCzA2qnAgp9MkkNE,"7gZfnEnfiaHzxARJ2LeXrf,2R21vXR83lH98kGeO99Y66",MALA,DUMMY BOY,"6ix9ine,Anuel AA",2018-11-27,206550,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"emo rap,reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino",0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.006,4
391,2ijef6ni2amuunRoKTlgww,"4obzFoKoKRHIphyHzJ35G3,1GDbiv3spRmZ1XdM1jQbT7",Sin Pijama,Sin Pijama,"Becky G,NATTI NATASHA",2018-04-20,188560,66,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino",0.791,0.745,11,-3.695,0,0.0463,0.354,2.93e-05,0.104,0.82,94.014,4
392,4lzxJ4jCuFDXXGkE1LmpKR,"64aJYyrXljOodnUG6jvhRD,2T1aUibqR2QC2sINIDQOAK,2R21vXR83lH98kGeO99Y66,1SupJlEpv7RS2tPNRaHViT,1TtXnWcUs0FCkaZDPGYHdf,00XhexlJEXQstHimpZN910",Verte Ir,Verte Ir,"DJ Luian,Mambo Kingz,Anuel AA,Nicky Jam,Darell,Brytiago",2019-03-28,267500,70,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,reggaeton flow,trap latino,urbano latino,trap boricua,latin hip hop",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,4
393,2qG5sZ7Si6sdK74qLxedYM,"7ltDVBr6mKbRvohxheJ9h1,1vyhD5VmyZ7KMfW5gqLgo5,1oMiDFyAgmIzw9ZBQYHOJI",Con Altura,Con Altura,"ROSALÍA,J Balvin,El Guincho",2019-03-28,161626,72,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"pop,r&b en espanol,reggaeton,reggaeton colombiano,trap latino,urbano latino,deep latin alternative,musica canaria",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4
394,6uW0PIRcyZLvkoonm763xD,"6vPXtLmNd3mW0dd1Rb9eQ9,0jeYkqwckGJoHQhhXwgzk3",Contando Lunares (feat. Cruz Cafuné),La Dura Vida del Joven Rapero,"Don Patricio,Cruz Cafuné",2019-01-27,219666,68,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"rap canario,urbano espanol",0.856,0.523,4,-10.481,0,0.131,0.442,0.0,0.0537,0.709,105.935,4
395,2TH65lNHgvLxCKXM3apjxI,"4q3ewBCX7sLwd24euuV69X,0GM7qgcRCORpGnfcN2tCiB",Callaita,Callaita,"Bad Bunny,Tainy",2019-05-31,250533,75,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,pop reggaeton",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,4
396,7fTsw0IKbbPDN19keS32tF,6nVcHLIgY5pE2YCl8ubca1,Easy,Famouz,Jhayco,2019-05-24,239373,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino",0.853,0.777,1,-4.023,0,0.0684,0.101,0.000615,0.332,0.547,94.031,4
397,4piZ5m1vZGDkfyHga5U97m,4F4pp8NUW08JuXwnoxglpN,Hookah,Hookah,Bad Gyal,2019-07-19,179893,53,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,rap catala,rap latina,trap catala,urbano espanol,urbano latino",0.872,0.579,0,-6.149,1,0.113,0.0699,2.38e-06,0.116,0.483,103.973,4
398,7IzbHY75UhGztauT7U5eKb,"3bvfu2KAve4lPHrhEFDZna,6vPXtLmNd3mW0dd1Rb9eQ9",Lola Bunny,Lola Bunny,"Lola Indigo,Don Patricio",2019-07-30,187263,44,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin viral pop,spanish pop,rap canario,urbano espanol",0.769,0.899,9,-1.843,0,0.0503,0.193,0.00979,0.23,0.872,94.987,4
399,4KOIPoWgg56YkP12E1aFoQ,4xvB67czbtvemGVXGa81oK,Mari Carmen,Xapomelön,La Pegatina,2011-07-10,145506,53,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"rumba catalana,spanish rock",0.708,0.847,2,-5.723,0,0.0894,0.0935,2.02e-06,0.0406,0.82,160.037,4
400,1EoEU4HY57qaITp06TkC6B,1bAftSH8umNcGZ0uyV7LMg,Goteo,Goteo,Duki,2019-08-07,164457,67,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"argentine hip hop,trap argentino,trap latino,trap triste,urbano latino",0.473,0.779,1,-3.725,1,0.0414,0.186,0.0,0.189,0.438,108.287,3
401,0OP1RzrglC008kj79Httv3,4F4pp8NUW08JuXwnoxglpN,Zorra,Zorra,Bad Gyal,2019-12-12,186120,58,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,rap catala,rap latina,trap catala,urbano espanol,urbano latino",0.637,0.65,11,-6.646,1,0.185,0.682,2.2e-06,0.0786,0.736,176.075,4
402,5m3jpKkgkfoMcym1qjToFg,"2DspEsT7UXGKd2VaaedgG4,11YLRSsZA3YVuQQtHXKTlz",Jangueo,LOST,"Alex Rose,Rafa Pabön",2019-11-08,259600,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,reggaeton flow",0.851,0.688,11,-4.038,1,0.0565,0.238,1.93e-05,0.105,0.732,103.982,4
403,0XinBYhf1X3kdvKQHOX971,"5TYxZTjIPqKM8K8NuP9woO,5IbUz6BcOu6IVY512oxavP,7xtnpHS34mLlxGZDVUBHSU",Tú Me Dejaste De Querer,Tú Me Dejaste De Querer,"C. Tangana,Niño de Elche,La Húngara",2020-11-05,198499,58,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"urbano espanol,spanish pop,pop flamenco,rumba,spanish pop rock",0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,4
404,7D7EH7MGyNHWSkqrszerI1,"28gNT5KBp7IjEOQoevXf9N,2oQX8QiMXOyuqbcZEFsZfm",BEBÉ,BEBÉ,"Camilo,El Alfa",2020-11-25,198706,62,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"colombian pop,latin pop,latin viral pop,reggaeton colombiano,dembow,rap dominicano,trap latino,urbano latino",0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,4
405,73O30uMI7n6DuzBmbtO7kC,"2R21vXR83lH98kGeO99Y66,1i8SpTcr7yvPOmcqrbnVXY",Antes,Los Dioses,"Anuel AA,Ozuna",2021-01-22,206586,56,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino,puerto rican pop",0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985,4
406,5Id5B3dxJZhPcV9GzgYZZe,"2kqUKsTuEj1lPbm6BSn1AU,77ziqFxp5gaInVrF2lj4ht,0KPX4Ucy9dk82uj4GpKesn,14zUHaJZo1mnYtn6IBRaRP,1pQWsZQehhS4wavwh7Fnxd,2LRoIwlKmHjgvigdNGBHNo,3E6xrwgnVfYCrCs0ePERDz,1pgDilWYDWLoOgGjf1iHNu",Quizas,The Academy,"Rich Music LTD,Sech,Dalex,Justin Quiles,Lenny Tavárez,Feid,Wisin,Zion",2019-10-11,216066,73,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"urbano latino,panamanian pop,reggaeton,trap latino,r&b en espanol,trap argentino,colombian pop,pop reggaeton,reggaeton colombiano",0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,4
407,3JHpk0DOTOzyh0777JFAky,7iK8PXO48WeuP03g8YR51W,Diosa,Easy Money Baby,Myke Towers,2020-01-24,214013,72,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino",0.801,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,0.245,104.965,4
408,0eeKDrQxjqNl5bX5VCHDcn,"14zUHaJZo1mnYtn6IBRaRP,4VMYDCV2IEDYJArk749S6m,2oQX8QiMXOyuqbcZEFsZfm",PAM,PAM,"Justin Quiles,Daddy Yankee,El Alfa",2020-05-01,201000,60,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,latin hip hop,dembow,rap dominicano",0.889,0.863,11,-3.011,1,0.0757,0.289,0.000603,0.0798,0.776,112.953,4
409,2635EEV2Oi6wg6GV2TPYVx,"5RLb16s3zfrdWdRF0l7xij,4F4pp8NUW08JuXwnoxglpN",Tu Eres Un Bom Bom - Remix,Tu Eres Un Bom Bom (Remix),"Kafu Banton,Bad Gyal",2020-04-10,173453,58,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"panamanian pop,neoperreo,rap catala,rap latina,trap catala,urbano espanol,urbano latino",0.882,0.706,1,-5.015,1,0.177,0.00985,0.000131,0.346,0.529,97.011,4
410,5SMNzC4twfxy9c9JVlwfCZ,"12vb80Km0Ew53ABfJOepVz,2R21vXR83lH98kGeO99Y66",Sur y Norte,Sur y Norte,"Ñengo Flow,Anuel AA",2020-05-14,215172,57,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,reggaeton flow,trap boricua",0.741,0.548,7,-4.938,0,0.153,0.304,0.0,0.0832,0.285,87.148,4
411,4ZjtBYFciJkcj3K741Ij1d,4F4pp8NUW08JuXwnoxglpN,Aprendiendo El Sexo,Aprendiendo El Sexo,Bad Gyal,2020-07-31,147440,50,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,rap catala,rap latina,trap catala,urbano espanol,urbano latino",0.794,0.807,4,-4.236,0,0.0825,0.113,0.0,0.418,0.354,98.041,4
412,66pK7thQ0yw1xlqw8AQSlw,"329e4yvIujISKGKz1BZZbO,4SsVbpTthjScTS7U2hmr1X,3RtNN1VnooWEn3KQk03DUL,6w9ToX5slZ4uIdmD17hJ3c,5eJtlvB9Qga52zsu4GzDNA",Tacos Altos,Tacos Altos,"Farruko,Arcángel,Noriel,Bryant Myers,Alex Gargola",2017-11-16,306946,59,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino,latin hip hop,reggaeton flow",0.837,0.562,4,-6.142,0,0.248,0.221,0.0,0.118,0.204,139.931,4
413,1wPAOYQJcGSqvXkqcQHExr,"3lY9Fxceu60W1rbon7PkuF,6k8mwkKJKKjBILo7ypBspl,5RzT7CM6Ot0sh0EHefMicV",Solo,Solo,"Omar Montes,Ana Mena,Maffio",2021-01-29,204043,52,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"flamenco urbano,urbano espanol,spanish pop",0.765,0.841,10,-2.333,0,0.0399,0.0372,0.000406,0.0766,0.921,96.99,4
414,5YzA563GXTuwQaRq24z1k5,"0eHQ9o50hj6ZDNBt6Ys1sD,3E6xrwgnVfYCrCs0ePERDz",Como Antes (feat. Wisin),#Update,"Yandel,Wisin",2017-09-08,210773,62,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.813,0.876,1,-4.278,0,0.172,0.182,0.0,0.394,0.746,94.987,4
415,7lQ8MOhq6IN2w8EYcFNSUk,7dGJo4pcD2V6oG8kP0tJRR,Without Me,The Eminem Show,Eminem,2002-05-26,290320,88,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"detroit hip hop,hip hop,rap",0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4
416,0vbtURX4qv1l7besfwmnD8,"2KsP6tYLJlTBvSUxnwlVWa,5iNrZmtVMtYev5M9yoWpEq",I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.","Mike Posner,Seeb",2016-05-06,197933,82,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"dance pop,pop,pop dance,pop rap",0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,4
417,79eUc9cUUoUOO1b5znphiU,0QE9iXPzgSaBq34OqIZ4n2,Física o química,Lo que hemos vivido,Despistaos,2008-10-14,191826,61,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin arena pop,spanish pop,spanish pop rock",0.619,0.904,7,-3.784,1,0.0506,0.06,0.0,0.378,0.962,99.982,4
418,5jzEwSyyymBlf1fa1o39T2,"0Q8NcsJwoCbZOHHW63su5S,6nVcHLIgY5pE2YCl8ubca1",512,Primer Dia de Clases,"Mora,Jhayco",2021-02-05,193636,76,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"trap latino,urbano latino,reggaeton",0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,4
419,7vjywEvwYqPyCGZBgOjvLH,2fiiGUBgPsIKDCE0bTthnl,El Vals del Obrero,Todo Ska-p,Ska-P,2013-02-26,277920,38,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"ska,spanish rock",0.467,0.879,5,-3.941,1,0.0814,0.0383,1.25e-06,0.172,0.635,101.983,4
420,5OaqffbeQyVVqtnA71Ci7K,5ZqnEfVdEGmoPxtELhN7ai,Por la Raja de Tu Falda,Estopa,Estopa,1999-10-18,202826,67,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"pop flamenco,rumba,spanish pop",0.759,0.722,9,-9.906,0,0.0765,0.323,0.0,0.719,0.928,97.518,4
421,2dNhNlpZAtV4lwAFW45LIv,"5hdhHgpxyniooUiQVaPxQ0,2oT7xd9iTO2ejLsNGIMa5f",AM,AM,"Nio Garcia,Flow La Movie",2021-01-28,182496,64,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino",0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,4
422,2KXwJZv1pRQFQ95Kj60jBN,1VJ0briNOlXRtJUAzoUJdt,Losing It - Radio Edit,Losing It (Radio Edit),FISHER,2018-10-25,163247,60,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"australian house,house",0.729,0.965,2,-5.711,1,0.0624,0.00176,0.66,0.0973,0.744,125.021,4
423,6NfrH0ANGmgBXyxgV2PeXt,4q3ewBCX7sLwd24euuV69X,La Difícil,YHLQMDLG,Bad Bunny,2020-02-29,163084,75,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino",0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4
424,0OMRAvrtLWE2TvcXorRiB9,"2cy1zPcrFcXAJTP0APWewL,4wLXwxDeWQ8mtUIRPxGiD6",La Gozadera (feat. Marc Anthony),Visualízate,"Gente De Zona,Marc Anthony",2016-04-22,203160,74,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"cubaton,electro latino,latin hip hop,latin pop,reparto,modern salsa,salsa,tropical",0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,4
425,0A37XY67wSdGqkGjtfW6aV,"1mcTU81TzQhprhouKaTkpq,2R21vXR83lH98kGeO99Y66,1GDbiv3spRmZ1XdM1jQbT7,329e4yvIujISKGKz1BZZbO,47MpMsUfWtgyIIBEFOr4FE",Fantasias - Remix,Fantasias (Remix) [feat. Farruko & Lunay],"Rauw Alejandro,Anuel AA,NATTI NATASHA,Farruko,Lunay",2020-03-06,267241,60,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"puerto rican pop,reggaeton,trap latino,urbano latino,reggaeton flow,trap boricua,latin pop,rap latina",0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,4
426,0NipDzamAtvro0HMcZD5DK,"4F4pp8NUW08JuXwnoxglpN,46pWGuE3dSwY3bMMXGBvVS",44,Warm Up,"Bad Gyal,Rema",2021-03-18,185466,55,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"neoperreo,rap catala,rap latina,trap catala,urbano espanol,urbano latino,afrobeats,nigerian pop",0.801,0.76,5,-5.948,1,0.107,0.252,9.17e-06,0.207,0.508,102.061,4
427,4N1c5rmWOzRmB9SMacr5wB,"2bxxlINUlcMQQb39K7IopR,329e4yvIujISKGKz1BZZbO,2fC8dVxeS2bsfIDvFj1M4V",Loco Enamorado,Loco Enamorado,"Abraham Mateo,Farruko,Christian Daniel",2017-06-23,252200,59,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin arena pop,latin pop,latin viral pop,reggaeton,spanish pop,trap latino,urbano latino,puerto rican pop",0.69,0.872,11,-2.984,0,0.0588,0.226,0.0,0.0858,0.731,94.0,4
428,1a19HeCrAgB1xS5r0VkLIP,"4bJh7sMPcVRiqe5jlnsWQV,4lHAjTCvXGu8QIM3cEe93m",Te Como la Cara,Recopilatorio 2 (2013-2018),"DELLAFUENTE,Maka",2018-02-28,198911,58,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"flamenco urbano,urbano espanol,pop flamenco",0.528,0.903,11,-3.307,0,0.0415,0.067,0.0,0.118,0.507,87.993,4
429,1ndlOUUT3Eq1SDCSdKJASw,"77ziqFxp5gaInVrF2lj4ht,14zUHaJZo1mnYtn6IBRaRP,3EiLUeyEcA6fbRPSHkG5kb,3fZk3Gm5dN5v5yfYMQ04Bx",Miss Lonely - Dimelo Flow Remix,Sueños,"Sech,Justin Quiles,De La Ghetto,Dímelo Flow",2019-04-19,240365,63,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"panamanian pop,reggaeton,trap latino,urbano latino,reggaeton flow",0.651,0.711,0,-5.461,1,0.164,0.176,0.0,0.024,0.719,81.907,4
430,2HhmZirVUVPo4wWCgUU70P,"4ygcJmgRCkZ0AoKkMt1xiZ,3lY9Fxceu60W1rbon7PkuF,2CCgb0KApjfQDuTppovpf8,4VVEpEhC8NcR7AqNEds42U",Fake Capo - Remix,Fake Capo (Remix),"Karetta el Gucci,Omar Montes,Rvfv,Chimbala",2020-11-06,230863,14,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"dominican pop,flamenco urbano,urbano espanol,drill espanol,urbano latino,dembow,rap dominicano",0.756,0.877,11,-4.168,0,0.0916,0.187,0.000207,0.0673,0.752,137.058,4
431,5y7DaS3jAc9eZzcSOoUIwU,"1i8SpTcr7yvPOmcqrbnVXY,1vyhD5VmyZ7KMfW5gqLgo5,37230BxxYs9ksS7OkZw3IU",Una Locura,ENOC,"Ozuna,J Balvin,Chencho Corleone",2020-09-04,230693,72,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"puerto rican pop,reggaeton,trap latino,urbano latino,reggaeton colombiano,reggaeton flow",0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4
432,1aUGxXCz9QimNkKeiJtzZ7,"4QrBoWLm2WNlPdbFhmlaUZ,329e4yvIujISKGKz1BZZbO,37230BxxYs9ksS7OkZw3IU,4SsVbpTthjScTS7U2hmr1X,1TtXnWcUs0FCkaZDPGYHdf,12vb80Km0Ew53ABfJOepVz,00XhexlJEXQstHimpZN910,7iK8PXO48WeuP03g8YR51W",105 F Remix,105 F Remix,"KEVVO,Farruko,Chencho Corleone,Arcángel,Darell,Ñengo Flow,Brytiago,Myke Towers",2019-09-12,464200,70,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,reggaeton flow,trap latino,urbano latino,latin hip hop",0.9,0.754,5,-7.016,0,0.156,0.367,2.73e-06,0.286,0.741,100.045,4
433,3Mje1Tsr45PnoS42Tsddo7,"1r4hJ1h58CWwUQe3MxPuau,12vb80Km0Ew53ABfJOepVz,5lFhCi03HDneWzvCxGctrT",Mai Mai (feat. Ñengo Flow & Jory Boy),PAPI JUANCHO,"Maluma,Ñengo Flow,Jory Boy",2020-08-21,237655,50,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino,reggaeton flow",0.764,0.84,1,-3.532,0,0.22,0.251,0.000586,0.0849,0.749,82.98,4
434,4H8uyGio3kOgc5b1eMyEUQ,2OnKRchqP7tT0FzTvWIFI7,Escápate Conmigo,La Versatilidad de la Calle,Wolfine,2013-10-02,156107,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"colombian pop,reggaeton,urbano latino",0.812,0.889,7,-5.953,0,0.0811,0.195,0.0,0.323,0.832,93.959,4
435,3ZG8N7aWw2meb6UrI5ZmnZ,77ziqFxp5gaInVrF2lj4ht,Relación,1 of 1,Sech,2020-05-21,184254,66,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"panamanian pop,reggaeton,trap latino,urbano latino",0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094,4
436,6Bd9rs5gv25asdPDRog3ce,3HH6yOn1yJNZo3RY5zEfy5,Pa Los Gustos Los Colores,Pa Los Gustos Los Colores,Javiielo,2019-08-16,139809,57,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton flow,urbano latino",0.742,0.683,9,-5.828,1,0.118,0.19,0.000111,0.0947,0.412,80.034,4
437,3bwUpOM7m2sKKglHkjotgG,"2LRoIwlKmHjgvigdNGBHNo,0tmwSHipWxN12fsoLcFU3B",BORRAXXA,Hitazos On Fire,"Feid,Manuel Turizo",2021-05-21,223480,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino,latin pop",0.854,0.617,8,-5.251,1,0.0822,0.104,0.00207,0.0862,0.794,90.993,4
438,7KbF6AdprOXEEHlsq11Z6d,1r4hJ1h58CWwUQe3MxPuau,11 PM,11:11,Maluma,2019-05-17,175733,73,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,4
439,2B4nQ6yvVVBMqfgOrYtubb,77ziqFxp5gaInVrF2lj4ht,Wao,42,Sech,2021-04-15,178266,56,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"panamanian pop,reggaeton,trap latino,urbano latino",0.709,0.595,0,-3.349,1,0.099,0.653,0.000253,0.134,0.747,174.004,4
